data origin,task name,training split,#training instances,test split,#test instances,model name,accuracy,macro-f1,precision,recall,test,seed
llms/gpt3.5-20240313,nli,all_combined,8253,gpt3.5_orig,400,bert-base-uncased,0.55,0.554740992120812,0.6026955349767401,0.5581087281122733,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt3.5_revised_hypothesis,800,bert-base-uncased,0.55125,0.5474294069091507,0.5449017327645679,0.5510642455844429,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt3.5_revised_premise,800,bert-base-uncased,0.49625,0.49907977732310566,0.5003062056655742,0.4981170648127669,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt3.5_revised_combined,1573,bert-base-uncased,0.5263827082008901,0.5263841963758217,0.5265958493712041,0.5262484105200986,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt3.5_all_combined,1973,bert-base-uncased,0.5311708058793715,0.5327718998359215,0.5374909386331738,0.5305261372430536,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_56b_all_combined,1427,bert-base-uncased,0.4456902592852137,0.44674109565954573,0.4519571467798453,0.44586992136428066,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_56b_revised_hypothesis,516,bert-base-uncased,0.45930232558139533,0.4602563755737381,0.4627351884993465,0.45907216819311997,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_56b_revised_combined,1033,bert-base-uncased,0.40561471442400776,0.405125433201879,0.4063198281480851,0.40560698543575663,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_56b_revised_premise,518,bert-base-uncased,0.3532818532818533,0.3513514266872937,0.35349578090232364,0.3536123148483421,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_56b_orig,394,bert-base-uncased,0.550761421319797,0.5556971924951416,0.601927183255834,0.5585344565877354,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt4_revised_premise,800,bert-base-uncased,0.72,0.722932932649881,0.7240238302066837,0.7224201889342496,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt4_all_combined,1999,bert-base-uncased,0.6843421710855427,0.6876114787256601,0.6941841768032431,0.6845469400735357,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt4_revised_combined,1599,bert-base-uncased,0.717948717948718,0.7203684489664589,0.7214615369643536,0.7197901070932003,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt4_revised_hypothesis,800,bert-base-uncased,0.71625,0.7180892078296054,0.719248519318791,0.7174602835778484,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,gpt4_orig,400,bert-base-uncased,0.55,0.554740992120812,0.6026955349767401,0.5581087281122733,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_revised_premise,769,bert-base-uncased,0.5513654096228868,0.546157793364995,0.5447706624643339,0.5506925484345079,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_revised_hypothesis,755,bert-base-uncased,0.5748344370860927,0.5790829919844925,0.5912367202689783,0.5736912951936488,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_revised_combined,1523,bert-base-uncased,0.5633617859487853,0.5623094053003779,0.5629354344766982,0.5624132770359185,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_orig,400,bert-base-uncased,0.55,0.554740992120812,0.6026955349767401,0.5581087281122733,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mistral_all_combined,1923,bert-base-uncased,0.5605824232969319,0.5610636832438481,0.5633713636502308,0.559592433226334,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mixtral_56b_all_combined,1923,bert-base-uncased,0.44825793031721267,0.44576493884511786,0.4637535728331645,0.44647671712823617,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mixtral_56b_revised_combined,1523,bert-base-uncased,0.42284963887065,0.416100288516353,0.4288206029425498,0.4206318383652143,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mixtral_56b_revised_premise,794,bert-base-uncased,0.38161209068010077,0.3747792945957282,0.38312036208223743,0.38095228313340934,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mixtral_56b_orig,400,bert-base-uncased,0.55,0.554740992120812,0.6026955349767401,0.5581087281122733,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,mixtral_56b_revised_hypothesis,786,bert-base-uncased,0.4402035623409669,0.43476112337086703,0.45681883993089517,0.44099415204678366,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,llama2_70b_revised_hypothesis,755,bert-base-uncased,0.6251655629139072,0.6279982514159729,0.638714653726336,0.6242160920939607,False,0
llms/gpt3.5-20240313,nli,all_combined,8253,llama2_70b_revised_combined,1539,bert-base-uncased,0.5685510071474984,0.57063716900773,0.5782441253754006,0.5672228986737311,False,0
