data origin,task name,training split,#training instances,test split,#test instances,model name,accuracy,macro-f1,precision,recall,test,seed
llms/llama2_70b-20240514,sentiment,combined,3122,gpt3.5_combined,976,bert-base-uncased,0.9006147540983607,0.900455809600917,0.9031898843307709,0.9006147540983607,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,gpt3.5_orig,488,bert-base-uncased,0.8934426229508197,0.8933781512605041,0.8946721242441087,0.8935584110187285,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,gpt3.5_new,488,bert-base-uncased,0.9077868852459017,0.9075037381799802,0.9122494053686714,0.9075753758293441,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mistral_56b_new,275,bert-base-uncased,0.6727272727272727,0.6685149469623914,0.6722826086956522,0.6683126261017309,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mistral_56b_combined,550,bert-base-uncased,0.7981818181818182,0.7978282682774174,0.8002823053158623,0.7981818181818181,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mistral_56b_orig,275,bert-base-uncased,0.9236363636363636,0.9235716838051377,0.9237543636940654,0.9253743230328131,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,gpt4_combined,972,bert-base-uncased,0.9331275720164609,0.933102010433884,0.9337905739182055,0.9331275720164609,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,gpt4_orig,486,bert-base-uncased,0.897119341563786,0.8970565807533933,0.8983695652173913,0.8972361468635686,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,gpt4_new,486,bert-base-uncased,0.9691358024691358,0.9691293982138245,0.9693711555081084,0.9690929413358624,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mistral_new,411,bert-base-uncased,0.9829683698296837,0.9829538384969516,0.9828909952606635,0.983028349293638,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mistral_combined,822,bert-base-uncased,0.9367396593673966,0.9367261746158629,0.9371122842567412,0.9367396593673966,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mistral_orig,411,bert-base-uncased,0.8905109489051095,0.8905109489051095,0.8914027685597801,0.8914027685597801,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mixtral_56b_new,462,bert-base-uncased,0.9761904761904762,0.9761876871318861,0.9764136793160342,0.9761904761904762,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mixtral_56b_orig,462,bert-base-uncased,0.8896103896103896,0.8895229164224593,0.8908482478568205,0.8896103896103896,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,mixtral_56b_combined,924,bert-base-uncased,0.9329004329004329,0.9328954026650673,0.9330302746274253,0.9329004329004329,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,llama2_70b_new,399,bert-base-uncased,0.9624060150375939,0.9619432168632562,0.9647808072024144,0.9601205246366536,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,llama2_70b_combined,798,bert-base-uncased,0.9348370927318296,0.9348354554419995,0.9348807990702641,0.9348370927318296,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,llama2_70b_orig,399,bert-base-uncased,0.9072681704260651,0.906326736505479,0.9075049625897083,0.9054413328606876,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,llama2_new,483,bert-base-uncased,0.8695652173913043,0.8680356484593534,0.8835804895479721,0.868187274909964,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,llama2_orig,483,bert-base-uncased,0.8923395445134575,0.8923169267707083,0.8933982683982684,0.8927370948379352,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,llama2_combined,966,bert-base-uncased,0.8809523809523809,0.8805066286605534,0.8867228294924459,0.8809523809523809,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,counterfactually_orig,488,bert-base-uncased,0.8934426229508197,0.8933781512605041,0.8946721242441087,0.8935584110187285,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,counterfactually_new,488,bert-base-uncased,0.9405737704918032,0.9405315684420632,0.9415409482758621,0.9404803896867389,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,counterfactually_combined,976,bert-base-uncased,0.9170081967213115,0.916953708751816,0.9181054989285067,0.9170081967213115,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,counterfactually_new,488,bert-base-uncased,0.9405737704918032,0.9405315684420632,0.9415409482758621,0.9404803896867389,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,counterfactually_orig,488,bert-base-uncased,0.8934426229508197,0.8933781512605041,0.8946721242441087,0.8935584110187285,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,counterfactually_combined,976,bert-base-uncased,0.9170081967213115,0.916953708751816,0.9181054989285067,0.9170081967213115,False,0
llms/llama2_70b-20240514,sentiment,combined,3122,contrast_data,488,bert-base-uncased,0.8770491803278688,0.8768816752165502,0.8787449153543639,0.8769127404048039,False,0
llms/mixtral_56b-20240514,sentiment,combined,3359,gpt3.5_combined,976,bert-base-uncased,0.9077868852459017,0.9075990911386014,0.9111291742870691,0.9077868852459017,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,gpt3.5_orig,488,bert-base-uncased,0.9016393442622951,0.9015583236673558,0.9032894404073444,0.901772066851432,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,gpt3.5_new,488,bert-base-uncased,0.9139344262295082,0.9136079310751799,0.919618366129994,0.9136978248089359,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,mistral_56b_new,275,bert-base-uncased,0.6909090909090909,0.6848923578813981,0.693169217121313,0.6849846023149624,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,mistral_56b_combined,550,bert-base-uncased,0.8072727272727273,0.8065333970478921,0.8120425949052625,0.8072727272727274,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,mistral_56b_orig,275,bert-base-uncased,0.9236363636363636,0.9236202039439749,0.9251032510854602,0.9262769459488159,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,gpt4_combined,972,bert-base-uncased,0.9393004115226338,0.9392664057908087,0.9402865059596803,0.9393004115226338,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,gpt4_orig,486,bert-base-uncased,0.9053497942386831,0.9052711864406779,0.9070277437780498,0.9054836742988754,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,gpt4_new,486,bert-base-uncased,0.9732510288065843,0.9732418524871356,0.9736967025514962,0.9731913019916001,False,5
llms/mixtral_56b-20240514,sentiment,combined,3359,mistral_new,411,bert-base-uncased,0.9854014598540146,0.9853819889031156,0.9855780634754969,0.9852327676116431,False,5
